"","FuncCalls","LogicInsts","TransferInsts","BasicBlocks","Edges","IncommingCalls","Intrs","between"
"0",0,2,4,3,3,0,11,0.0
"0",1,1,2,1,0,0,10,0.0
"0",1,0,3,1,0,0,7,0.0
"0",1,0,2,1,0,0,5,0.0
"0",4,3,15,4,4,0,23,0.04167
"0",45,37,175,62,96,2,320,0.03027
"0",65,27,169,47,74,0,308,0.05805
"0",4,3,15,4,4,0,23,0.04167
"0",1,11,21,14,21,0,56,0.04853
"0",14,6,51,11,15,2,79,0.04747
"0",51,35,194,63,96,0,389,0.05629
"0",12,8,44,13,20,0,69,0.01748
"0",108,62,358,121,190,0,671,0.03901
"0",2,5,14,5,6,2,27,0.03333
"0",7,3,32,8,10,3,48,0.05952
"0",4,1,21,3,3,1,30,0.0
"0",4,1,21,3,3,1,30,0.0
"0",4,1,21,3,3,3,30,0.0
"0",3,1,11,1,0,4,16,0.0
"0",41,20,168,45,66,2,245,0.0339
"0",77,57,273,100,159,1,552,0.06584
"0",4,0,19,5,6,2,23,0.05
"0",302,215,992,374,604,0,2042,0.02458
"0",4,4,24,5,7,0,38,0.06667
"0",22,15,96,33,49,2,163,0.02777
"0",126,94,444,161,257,0,940,0.0414
"0",8,3,27,7,10,0,34,0.08571
"0",82,50,262,96,149,0,486,0.04326
"0",118,79,374,145,229,0,720,0.03282
"0",2,4,17,5,7,0,33,0.06667
"0",4,13,29,14,21,3,63,0.06502
"0",153,143,591,239,386,0,1221,0.03176
"0",4,2,16,5,6,0,32,0.05
"0",59,51,215,63,88,2,476,0.04657
"0",50,58,252,84,130,0,513,0.04621
"0",38,24,134,49,77,0,234,0.04912
"0",2,4,17,5,7,0,33,0.06667
"0",21,8,60,18,27,0,99,0.06352
"0",19,16,104,31,47,2,163,0.04431
"0",12,12,53,23,34,1,96,0.07115
"0",11,6,52,19,29,2,95,0.04094
"0",18,9,74,23,34,1,116,0.02946
"0",139,106,483,170,264,3,1036,0.03429
"0",20,5,69,18,25,2,144,0.04146
"0",3,2,12,6,7,2,16,0.04167
"0",28,12,91,28,42,2,199,0.04202
"0",412,288,1421,520,836,0,3226,0.0267
"0",64,42,230,81,125,0,385,0.04804
"0",74,43,263,84,130,0,424,0.04645
"0",105,61,366,139,214,0,673,0.03583
"0",106,74,354,117,187,0,667,0.04098
"0",89,46,315,92,149,0,567,0.04981
"0",90,52,290,91,144,0,550,0.05103
"0",105,59,337,115,178,0,641,0.03871
"0",2,4,17,5,7,0,33,0.06667
"0",90,58,306,105,166,0,578,0.04845
"0",9,6,35,11,16,6,67,0.06263
"0",183,92,567,155,246,0,1092,0.03488
"0",352,220,1202,436,683,0,2485,0.03101
"0",8,2,29,6,7,0,43,0.05
"0",76,42,229,79,125,0,437,0.05564
"0",2,4,17,5,7,0,33,0.06667
"0",77,36,235,71,112,0,401,0.06178
"0",15,8,60,14,20,2,90,0.04625
"0",76,47,238,87,133,0,447,0.05842
"0",4,4,24,5,7,0,38,0.06667
"0",0,0,2,1,0,0,6,0.0
"0",25,0,106,1,0,3,120,0.0
"0",3,0,12,3,3,3,16,0.0
"0",334,221,937,340,543,0,2301,0.04918
"0",56,14,139,29,45,1,264,0.04693
"0",102,63,347,108,169,0,622,0.06672
"0",39,15,147,33,48,0,216,0.04961
"0",124,65,420,113,181,0,640,0.03623
"0",5,4,23,8,11,0,57,0.03274
"0",5,4,21,9,13,0,38,0.07937
"0",20,11,67,23,35,0,136,0.04028
"0",11,8,39,16,23,0,72,0.07054
"0",4,4,22,6,7,0,34,0.08333
"0",86,24,261,45,68,3,396,0.06734
"0",405,268,1321,423,674,0,2815,0.04483
"0",10,1,38,6,7,0,52,0.03333
"0",24,22,92,34,56,0,146,0.06637
"0",4,1,16,3,3,0,32,0.0
"0",4,2,21,6,7,0,30,0.04167
"0",5,4,23,7,10,0,53,0.09524
"0",17,13,60,23,36,0,129,0.04715
"0",1,0,4,1,0,0,9,0.0
"0",5,1,19,1,0,28,42,0.0
"0",3,1,13,1,0,29,26,0.0
"0",1,0,2,1,0,74,6,0.0
"0",1,1,4,1,0,0,9,0.0
"0",6,5,27,9,14,1,49,0.08333
"0",6,5,27,9,14,1,49,0.08333
"0",6,5,27,9,14,1,49,0.08333
"0",1,6,16,8,12,21,51,0.08036
"0",3,1,12,1,0,8,26,0.0
"0",615,392,2072,592,939,0,5476,0.02395
"0",16,8,55,17,23,3,92,0.09485
"0",1,0,3,1,0,4,5,0.0
"0",116,47,355,94,150,0,611,0.05552
"0",0,0,2,1,0,0,2,0.0
"0",0,1,3,1,0,0,6,0.0
"0",0,2,8,6,7,2,13,0.025
"0",2,0,7,1,0,2,11,0.0
"0",2,0,7,1,0,4,11,0.0
"0",1,3,9,3,3,2,17,0.0
"0",5,2,23,4,4,2,35,0.04167
"0",3,6,26,12,17,2,45,0.09242
"0",6,2,23,6,7,2,31,0.05833
"0",9,2,29,3,3,5,41,0.0
"0",4,0,16,3,3,6,21,0.0
"0",8,4,39,9,12,2,51,0.08135
"0",1,4,6,5,8,0,18,0.06667
"0",1,0,2,1,0,2,6,0.0
"0",0,0,1,2,1,0,1,0.0
"0",2,24,32,20,35,54,66,0.09576
"0",34,28,220,66,99,5,358,0.01868
"0",23,29,104,43,66,2,227,0.06042
"0",2,1,5,3,3,3,10,0.0
"0",27,10,95,16,24,4,148,0.04048
"0",14,6,52,9,13,2,84,0.03968
"0",21,5,68,12,16,4,103,0.03561
"0",4,1,17,7,9,3,50,0.0381
"0",1,0,2,1,0,0,5,0.0
"0",1,2,4,3,4,0,11,0.0
"0",19,9,71,21,30,4,111,0.04035
"0",4,4,27,11,16,3,35,0.06768
"0",17,5,63,18,24,3,91,0.06475
"0",15,6,49,17,24,3,76,0.02843
"0",6,0,17,1,0,1,24,0.0
"0",4,4,21,8,11,40,33,0.0625
"0",19,3,67,15,22,32,93,0.04505
"0",13,6,53,14,20,3,70,0.06181
"0",8,5,34,6,7,9,44,0.04167
"0",12,9,57,13,20,1,70,0.06469
"0",3,3,16,4,5,1,27,0.04167
"0",6,11,33,13,19,2,63,0.13753
"0",0,0,1,2,1,4,2,0.0
"0",0,0,1,2,1,3,2,0.0
"0",21,25,83,32,50,2,145,0.05064
"0",1,1,3,1,0,1,16,0.0
"0",1,1,3,1,0,9,16,0.0
"0",10,5,42,9,13,2,62,0.07143
"0",23,17,106,31,47,7,155,0.0287
"0",8,1,36,11,14,3,50,0.03838
"0",24,12,94,26,39,2,144,0.02551
"0",3,8,26,9,13,24,43,0.05556
"0",20,11,92,23,33,4,129,0.06051
"0",1,1,4,3,3,1,10,0.0
"0",5,0,7,1,0,1,19,0.0
"0",2,0,8,1,0,0,10,0.0
"0",6,5,25,8,12,0,35,0.0744
"0",7,5,28,8,12,0,38,0.0744
"0",2,0,8,1,0,0,10,0.0
"0",11,0,32,1,0,3,37,0.0
"0",2,25,54,35,56,1,121,0.11727
"0",2,1,10,1,0,3,14,0.0
"0",9,2,47,12,16,2,75,0.04394
"0",19,9,75,22,32,24,121,0.02933
"0",23,17,96,31,45,24,160,0.02862
"0",9,32,113,88,153,0,275,0.01756
"0",14,6,48,16,20,0,88,0.04464
"0",16,5,54,16,20,0,99,0.0378
"0",3,18,45,32,55,0,96,0.01549
"0",9,7,37,12,17,0,66,0.05909
"0",3,2,21,7,9,0,34,0.05714
"0",6,3,22,10,13,4,37,0.04028
"0",8,3,30,9,12,1,48,0.04167
"0",22,9,61,15,24,0,115,0.04249
"0",3,2,21,5,6,2,33,0.05
"0",4,5,30,9,13,2,70,0.08135
"0",5,6,26,13,19,2,78,0.02156
"0",4,3,21,6,8,1,34,0.03333
"0",9,15,53,12,17,1,93,0.06818
"0",27,16,108,29,42,2,181,0.06559
"0",0,0,2,1,0,0,4,0.0
"0",3,5,18,9,13,16,31,0.05159
"0",2,8,19,9,13,14,37,0.17857
"0",9,6,36,14,20,22,56,0.04945
"0",30,26,119,45,70,0,174,0.06583
"0",50,44,197,85,133,0,341,0.03743
"0",36,32,142,56,86,0,237,0.04487
"0",32,17,111,37,57,0,183,0.04775
"0",1,1,8,4,5,1,15,0.08333
"0",22,8,68,18,26,6,104,0.11152
"0",3,1,16,4,4,0,20,0.125
"0",6,0,16,3,3,2,32,0.0
"0",5,1,23,4,4,1,30,0.04167
"0",29,12,95,32,51,1,165,0.00853
"0",3,2,20,6,7,2,31,0.125
"0",15,9,59,18,26,1,96,0.1252
"0",3,2,18,5,7,2,29,0.06667
"0",196,149,640,245,371,0,1830,0.04871
"0",97,62,351,117,185,0,659,0.03201
"0",48,40,187,70,110,0,379,0.05451
"0",30,18,110,35,55,0,185,0.06437
"0",18,0,19,1,0,2,58,0.0
"0",5,5,32,13,18,2,47,0.02331
"0",99,78,390,143,232,0,725,0.04717
"0",73,35,255,81,125,0,459,0.0455
"0",218,200,735,277,445,0,1654,0.04658
"0",2,3,11,4,5,0,16,0.04167
"0",10,6,46,14,20,2,62,0.07967
"0",5,2,20,8,10,2,27,0.06548
"0",8,3,30,6,8,2,39,0.15833
"0",338,317,1150,449,724,0,2677,0.03672
"0",2,3,11,4,5,0,18,0.04167
"0",40,41,168,59,94,0,313,0.05773
"0",0,0,1,1,0,0,1,0.0
"0",12,5,46,14,21,2,77,0.07326
"0",6,6,34,11,16,7,59,0.06263
"0",112,80,428,142,233,0,723,0.06567
"0",34,28,141,44,66,2,239,0.04972
"0",5,0,23,3,3,2,31,0.0
"0",10,6,42,13,18,1,73,0.06002
"0",297,217,1088,380,585,0,2989,0.03664
"0",33,20,116,40,59,0,206,0.04816
"0",0,0,1,1,0,0,1,0.0
"0",9,4,38,12,17,1,67,0.03712
"0",2,0,7,4,4,3,10,0.04167
"0",15,5,42,18,26,2,77,0.05719
"0",14,1,49,12,18,1,69,0.04167
"0",8,2,28,8,11,0,40,0.04762
"0",42,22,164,53,84,1,251,0.04004
"0",140,112,523,174,293,0,942,0.02333
"0",3,3,15,5,6,4,31,0.11667
"0",7,8,30,13,21,3,60,0.04837
"0",4,1,22,4,5,3,37,0.04167
"0",7,3,33,7,9,1,68,0.07143
"0",5,3,27,9,12,2,63,0.08333
"0",127,137,489,196,312,0,1102,0.03646
"0",0,1,3,1,0,0,5,0.0
"0",0,0,1,1,0,3,2,0.0
"0",13,8,68,16,23,1,123,0.03839
"0",38,27,197,55,84,1,356,0.04589
"0",102,114,589,181,287,0,1186,0.05061
"0",0,1,3,1,0,0,5,0.0
"0",0,0,1,1,0,5,2,0.0
"0",17,7,84,16,23,1,128,0.05089
"0",12,11,68,21,31,1,132,0.04085
"0",21,19,101,36,55,1,256,0.04041
"0",103,105,540,166,264,0,1080,0.05642
"0",0,0,2,1,0,0,2,0.0
"0",0,0,2,1,0,1,2,0.0
"0",0,1,2,1,0,1,7,0.0
"0",0,1,2,1,0,0,4,0.0
"0",0,0,2,1,0,0,2,0.0
"0",0,0,2,1,0,0,2,0.0
"0",0,0,2,1,0,0,2,0.0
"0",0,3,7,2,1,0,14,0.0
"0",0,0,3,1,0,0,4,0.0
"0",2,4,19,8,10,2,47,0.05357
"0",0,1,3,3,2,47,7,0.16667
"0",13,6,52,15,20,2,107,0.04322
"0",1,5,6,3,3,2,21,0.0
"0",1,0,9,1,0,3,20,0.0
"0",4,2,10,3,3,0,19,0.0
"0",8,4,22,7,9,2,42,0.05714
"0",1,1,4,1,0,0,9,0.0
"0",8,1,28,1,0,2,51,0.0
"0",1,4,4,3,3,2,20,0.0
"0",18,9,74,22,29,2,150,0.02781
"0",2,6,15,7,10,11,43,0.06667
"0",4,7,30,12,18,1,68,0.08106
"0",14,26,94,42,63,2,249,0.11641
"0",1,3,13,6,7,8,41,0.04167
"0",5,15,43,21,30,3,130,0.05439
"0",20,31,131,47,72,2,278,0.09984
"0",0,0,2,2,1,0,2,0.0
"0",0,0,2,2,1,18,2,0.0
"0",0,1,3,1,0,0,5,0.0
"0",0,0,1,1,0,3,2,0.0
"0",5,7,34,13,19,1,84,0.05361
"0",3,2,18,5,6,2,56,0.06667
"0",1,1,8,3,3,1,24,0.0
"0",1,1,7,3,3,1,23,0.0
"0",28,10,105,14,21,1,236,0.0728
"0",4,3,20,8,11,1,40,0.05655
"0",27,33,159,49,74,2,299,0.02012
"0",40,36,223,65,100,2,396,0.02696
"0",3,6,23,10,14,2,57,0.06667
"0",94,69,480,127,192,2,835,0.00319
"0",12,10,55,16,23,1,173,0.07381
"0",84,73,417,127,196,1,857,0.02179
"0",9,7,49,14,19,1,115,0.0641
"0",50,81,313,116,183,2,680,0.03309
"0",53,130,405,182,303,0,865,0.04784
"0",0,1,3,1,0,0,5,0.0
"0",0,0,1,1,0,5,2,0.0
"0",0,4,11,5,7,2,33,0.05
"0",2,3,19,5,6,2,33,0.06667
"0",3,3,16,3,3,1,46,0.0
"0",18,35,110,39,63,2,207,0.03695
"0",2,2,19,4,5,2,36,0.04167
"0",9,16,53,24,36,1,120,0.03969
"0",28,20,149,38,58,1,302,0.02572
"0",108,51,474,97,146,1,817,0.00487
"0",9,10,54,17,24,2,115,0.04142
"0",10,11,53,15,21,2,126,0.04945
"0",26,28,150,44,69,2,278,0.03106
"0",1,0,2,1,0,0,6,0.0
"0",103,86,505,155,233,2,1115,0.01135
"0",32,27,177,44,66,2,317,0.03828
"0",29,42,190,63,101,2,422,0.04322
"0",16,17,92,30,47,1,191,0.05365
"0",42,94,275,116,191,0,612,0.06295
"0",0,0,1,1,0,0,2,0.0
"0",0,0,2,1,0,2,2,0.0
"0",0,1,2,1,0,2,7,0.0
"0",0,2,4,3,3,0,10,0.0
"0",0,4,21,12,12,3,43,0.0
"0",0,3,6,2,1,2,12,0.0
"0",0,8,26,11,16,2,59,0.04949
"0",0,2,5,2,1,2,11,0.0
"0",0,4,7,2,1,7,18,0.0
"0",1,4,10,7,10,4,30,0.06667
"0",2,3,28,7,9,2,56,0.07143
"0",0,0,2,2,1,0,2,0.0
"0",0,0,2,2,1,0,2,0.0
"0",5,7,37,11,16,0,66,0.06768
"0",1,10,29,15,23,1,62,0.03626
"0",16,73,148,95,157,2,360,0.12634
"0",1,4,6,3,3,1,19,0.0
"0",1,0,2,1,0,0,5,0.0
"0",35,24,171,53,91,4,287,0.00094
"0",2,6,19,12,17,0,45,0.04015
"0",35,28,195,69,118,1,330,0.00229
"0",10,7,30,15,21,2,78,0.08205
"0",12,8,27,17,24,4,58,0.08235
"0",3,0,17,3,3,2,30,0.0
"0",0,3,4,4,4,1,11,0.16667
"0",0,1,2,1,0,0,5,0.0
"0",13,1,46,3,3,0,74,0.16667
"0",24,8,81,11,16,0,172,0.08586
"0",2,4,14,7,9,7,27,0.0619
"0",2,3,11,8,10,4,25,0.12202
"0",10,4,38,12,16,11,92,0.09621
"0",21,6,70,15,21,3,117,0.08205
"0",2,0,15,1,0,0,23,0.0
"0",1,0,4,1,0,0,9,0.0
"0",5,2,13,5,6,10,25,0.06667
"0",11,15,52,17,27,0,107,0.05956
"0",2,1,7,3,3,8,18,0.0
"0",29,12,108,24,36,0,203,0.07996
"0",38,29,163,42,65,0,316,0.03468
"0",1,6,26,8,11,2,64,0.04167
"0",1,7,21,10,14,50,45,0.06528
"0",7,13,41,18,28,2,95,0.07251
"0",1,1,5,1,0,2,19,0.0
"0",11,38,111,53,82,3,278,0.055
"0",2,5,28,11,15,0,62,0.05758
"0",3,8,34,14,21,4,66,0.07097
"0",1,1,5,1,0,2,19,0.0
"0",14,29,89,44,68,4,203,0.05835
"0",60,137,466,194,318,0,988,0.04089
"0",0,1,2,1,0,2,6,0.0
"0",4,8,25,7,10,2,51,0.05714
"0",1,1,7,3,3,3,16,0.0
"0",1,1,7,3,3,2,16,0.0
"0",4,5,23,6,8,2,46,0.05833
"0",4,6,24,8,12,2,55,0.05357
"0",4,6,25,9,13,5,55,0.05159
"0",2,1,7,3,3,8,11,0.0
"0",2,9,21,10,16,4,37,0.06389
"0",8,28,103,46,69,0,252,0.03766
"0",4,1,23,4,4,3,50,0.04167
"0",15,9,74,21,30,2,135,0.0515
"0",9,7,51,15,19,4,99,0.03187
"0",2,3,20,9,12,15,53,0.06548
"0",0,1,5,4,4,2,13,0.08333
"0",5,4,32,13,14,2,75,0.0338
"0",0,6,6,3,3,1,26,0.0
"0",0,0,6,1,0,0,50,0.0
"0",0,0,7,1,0,0,63,0.0
"0",0,1,7,3,3,0,18,0.16667
"0",0,1,4,3,3,0,23,0.16667
"0",2,3,10,7,10,2,16,0.05238
"0",4,15,30,13,17,2,84,0.04138
"0",34,52,204,62,86,2,534,0.04563
"0",2,27,35,22,32,2,108,0.05368
"0",0,0,1,1,0,2,2,0.0
"0",5,5,16,11,15,0,26,0.03434
"0",31,71,210,100,159,1,482,0.02294
"0",12,15,71,23,36,0,130,0.08696
"0",0,0,1,1,0,3,2,0.0
"0",5,5,16,11,15,0,26,0.03434
"0",63,99,417,145,231,0,898,0.05708
"0",0,0,2,1,0,0,2,0.0
"0",0,1,5,3,3,0,10,0.0
"0",5,3,30,8,11,0,42,0.05655
"0",5,3,30,8,11,0,42,0.05655
"0",5,3,30,8,11,0,42,0.05655
"0",2,1,7,3,3,0,10,0.0
"0",3,1,8,4,4,0,12,0.04167
"0",2,0,4,1,0,0,7,0.0
"0",1,3,11,6,8,3,26,0.1
"0",1,2,10,7,8,1,27,0.1
"0",0,3,5,3,2,0,14,0.16667
"0",0,0,1,1,0,3,2,0.0
"0",0,0,1,1,0,3,2,0.0
"0",0,0,1,1,0,5,2,0.0
"0",0,3,5,3,2,0,14,0.16667
"0",0,0,1,1,0,3,2,0.0
"0",0,0,1,1,0,3,2,0.0
"0",0,0,1,1,0,9,2,0.0
"0",0,0,1,1,0,0,2,0.0
"0",0,1,2,1,0,1,6,0.0
"0",0,23,67,41,47,5,108,0.01124
"0",0,3,5,5,6,2,16,0.08333
"0",9,6,48,13,18,1,93,0.04429
"0",3,5,20,8,11,1,49,0.05357
"0",6,8,48,14,20,1,93,0.03617
"0",1,0,4,1,0,1,8,0.0
"0",6,1,15,10,15,3,20,0.00417
"0",5,15,33,22,35,2,82,0.07543
"0",1,8,16,13,20,2,42,0.07751
"0",24,9,92,21,31,1,152,0.0604
"0",2,20,41,21,35,1,95,0.07757
"0",4,22,61,34,56,1,124,0.05233
"0",2,8,31,13,20,1,55,0.0472
"0",2,8,27,13,20,1,51,0.06585
"0",10,9,45,15,21,2,91,0.07839
"0",10,60,148,73,117,1,346,0.06233
"0",27,102,259,127,211,1,614,0.07384
"0",13,30,136,48,79,2,326,0.0425
"0",30,55,222,82,136,3,655,0.03404
"0",1,0,3,1,0,0,8,0.0
"0",2,1,5,1,0,0,9,0.0
"0",1,1,8,3,3,0,13,0.0
"0",0,1,2,1,0,0,5,0.0
"0",16,21,62,27,40,0,178,0.05134
"0",8,5,30,11,16,0,57,0.0899
"0",29,47,129,60,91,0,292,0.03215
"0",40,40,169,50,84,6,323,0.16767
"0",39,46,169,51,79,0,423,0.04429
"0",13,6,57,16,25,0,138,0.05149
"0",12,6,46,15,23,0,104,0.08132
"0",2,0,11,1,0,0,32,0.0
"0",15,10,60,15,23,0,135,0.04835
"0",0,1,3,1,0,0,6,0.0
"0",0,0,1,1,0,1,2,0.0
"0",26,5,90,12,17,1,198,0.06591
"0",3,1,15,3,3,1,30,0.0
"0",2,1,12,3,3,1,27,0.0
"0",5,3,21,8,11,1,42,0.05655
"0",13,8,56,13,18,1,159,0.08392
"0",91,53,370,103,157,1,784,0.02445
"0",11,5,47,10,13,1,112,0.04722
"0",56,93,388,156,259,0,843,0.05397
"0",0,2,4,1,0,0,8,0.0
"0",0,0,1,1,0,1,2,0.0
"0",10,16,54,24,36,1,122,0.03969
"0",10,7,64,16,22,1,146,0.02738
"0",75,35,321,70,104,1,578,0.0084
"0",18,18,100,32,50,1,213,0.04983
"0",52,102,318,126,206,0,714,0.05931
"0",0,0,1,1,0,0,2,0.0
"0",4,1,18,3,3,1,23,0.0
"0",3,2,16,5,6,2,32,0.05
"0",3,0,11,1,0,9,25,0.0
"0",1,7,17,10,15,2,55,0.04444
"0",1,3,9,5,6,2,18,0.05
"0",3,2,13,3,3,15,29,0.0
"0",0,1,5,2,1,1,10,0.0
"0",6,4,21,6,8,4,34,0.06667
"0",1,2,4,3,3,0,9,0.0
"0",2,3,13,10,10,0,21,0.025
"0",24,2,48,19,29,2,91,0.07671
"0",4,4,16,3,3,0,44,0.0
"0",8,0,11,1,0,0,24,0.0
"0",14,11,37,12,18,0,71,0.06061
"0",0,8,13,6,8,2,37,0.05
"0",1,1,11,4,4,3,47,0.04167
"0",13,17,79,29,43,2,198,0.05574
"0",2,5,28,11,15,0,67,0.05758
"0",2,1,12,4,3,4,24,0.0
"0",3,4,29,10,13,0,48,0.05
"0",2,1,8,3,3,2,35,0.0
"0",4,0,12,3,3,3,17,0.0
"0",11,5,46,9,12,3,100,0.04365
"0",17,24,99,35,52,2,208,0.0478
"0",15,39,97,52,88,1,244,0.08858
"0",50,103,335,149,246,0,710,0.05949
"0",0,0,1,1,0,0,2,0.0
"0",0,2,7,4,4,10,29,0.04167
"0",0,0,2,1,0,1,2,0.0
"0",10,6,50,13,18,2,95,0.04429
"0",3,2,6,1,0,6,12,0.0
"0",7,8,50,14,20,1,96,0.03617
"0",1,0,2,1,0,0,4,0.0
"0",0,0,2,1,0,1,6,0.0
"0",0,7,4,1,0,2,44,0.0
"0",7,4,36,10,14,3,50,0.05
"0",3,0,8,4,4,1,14,0.125
"0",8,5,30,14,15,12,105,0.02885
"0",8,28,89,39,60,1,219,0.03485
"0",6,3,21,8,11,1,33,0.04762
"0",5,5,38,11,15,2,75,0.0303
"0",4,0,21,4,4,2,50,0.04167
"0",14,5,66,18,25,2,124,0.05392
"0",23,35,190,56,93,2,358,0.02036
"0",4,12,47,14,20,0,147,0.03159
"0",24,31,125,46,67,15,318,0.06755
"0",8,4,38,8,10,1,127,0.0506
"0",5,4,26,8,11,2,47,0.08631
"0",1,2,18,6,7,2,51,0.08333
"0",6,5,35,15,17,2,89,0.04103
"0",20,24,84,36,55,0,161,0.0345
"0",0,2,4,3,2,1,10,0.16667
"0",0,0,1,1,0,2,2,0.0
"0",2,3,20,8,10,2,46,0.04464
"0",4,11,40,18,26,1,89,0.04105
"0",4,8,37,16,23,2,76,0.06577
"0",8,20,63,34,51,1,136,0.05055
"0",9,6,43,14,22,2,73,0.10119
"0",0,0,3,2,1,0,4,0.0
"0",0,0,3,2,1,2,4,0.0
"0",0,0,1,1,0,19,2,0.0
"0",0,0,1,1,0,10,2,0.0
"0",0,0,1,1,0,0,2,0.0
"0",0,0,1,1,0,0,2,0.0
"0",0,0,1,1,0,0,2,0.0
"0",0,0,1,1,0,0,2,0.0
"0",0,1,1,1,0,1,4,0.0
